Date,Fechamento,Abertura,Maxima,Minima,Chikou,Tekan,Kinju,Senkou A,Senkou B,Chikou,Chikou1,Chikou2,T/K ,T/K 1,T/K 2,Preco X T/K ,Preco X T/K 1,Preco X T/K 2,Kumo ,Kumo 1,Kumo 2,Resultado
3/9/216,15.47,15.44,15.64,15.3,16.54,15.63,15.96,17.19,16.53,None,1,None,None,None,1,None,None,1,None,1,None,0
3/1/216,16.2,15.47,16.5,15.47,15.98,15.63,15.96,17.6,16.63,1,None,None,None,None,1,1,None,None,None,1,None,2
4/1/216,15.88,16.4,16.8,15.81,15.65,15.63,15.85,16.9,16.72,None,None,1,None,None,1,None,1,None,None,1,None,2
5/1/216,16.5,15.97,16.15,15.92,15.42,15.61,15.85,16.87,16.83,None,None,1,None,None,1,None,1,None,None,1,None,2
6/1/216,16.11,16.5,16.25,16,15.43,15.66,15.85,16.75,16.96,1,None,None,None,None,1,None,1,None,None,None,1,2
7/1/216,16.39,16.29,16.5,16.7,15.15,15.79,15.79,16.72,16.97,None,None,1,1,None,None,None,1,None,None,None,1,2
1/1/216,16.5,16.43,16.53,16.29,15.24,15.92,15.79,16.63,16.97,None,None,1,None,1,None,None,1,None,None,None,1,1
11/1/216,16.1,16.38,16.42,16.5,15.14,15.92,15.79,16.63,16.97,None,None,1,None,1,None,None,1,None,None,None,1,1
13/1/216,16.19,16.1,16.22,15.32,15.26,15.92,15.76,16.63,16.97,None,None,1,None,1,None,None,1,None,None,None,1,1
14/1/216,16.29,16.26,16.54,16.2,15.8,15.93,15.73,16.63,17.1,None,None,1,None,1,None,None,1,None,None,None,1,1
17/1/216,16.38,16.28,16.44,16.21,15.12,15.93,15.73,16.63,17.23,None,None,1,None,1,None,None,1,None,None,None,1,1
18/1/216,16.41,16.56,16.56,16.13,15.19,15.94,15.74,16.36,17.2,None,None,1,None,1,None,None,1,None,None,None,1,1
19/1/216,16.78,16.41,16.83,16.34,15.41,16.8,15.87,16.32,17.16,None,None,1,None,1,None,None,1,None,None,None,1,1
2/1/216,17.12,16.73,17.12,16.54,15.26,16.22,16.2,16.11,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
21/1/216,17.12,17.7,17.21,16.97,15.37,16.27,16.14,16.8,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
24/1/216,17.18,17.17,17.25,16.94,14.54,16.29,16.16,16.8,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
25/1/216,16.94,17.16,17.16,16.85,14.8,16.29,16.16,16.8,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
26/1/216,16.98,16.8,17.1,16.73,14.47,16.69,16.16,16.6,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
27/1/216,17.3,16.86,17.18,16.84,14.84,16.69,16.16,16.3,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
28/1/216,16.85,16.99,17.8,16.73,15.2,16.69,16.16,15.77,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
31/1/216,17.31,16.85,17.5,16.81,14.92,16.92,16.29,15.81,16.95,None,None,1,None,1,None,1,None,None,None,None,1,2
1/11/216,16.8,17.31,17.45,16.58,14.56,17.2,16.29,15.78,16.95,None,None,1,None,1,None,1,None,None,None,None,1,2
3/11/216,16.31,16.75,16.87,16.29,14.31,16.9,16.29,15.75,16.95,None,None,1,None,1,None,1,None,None,None,None,1,2
4/11/216,16.19,16.28,16.71,16.13,14.54,16.82,16.4,15.79,16.95,None,None,1,None,1,None,None,None,1,None,None,1,2
7/11/216,17.8,16.51,17.12,16.43,14.6,16.82,16.4,15.79,16.95,None,None,1,None,1,None,1,None,None,None,None,1,2
8/11/216,16.94,16.85,17.2,16.82,13.88,16.82,16.4,15.79,16.95,None,None,1,None,1,None,None,1,None,None,None,1,1
9/11/216,16.54,16.21,17.4,16.15,14.23,16.82,16.41,15.79,16.74,None,None,1,None,1,None,1,None,None,None,None,1,2
1/11/216,15.98,16.75,16.77,15.43,14.35,16.47,16.41,15.79,16.46,None,None,1,None,1,None,1,None,None,None,None,1,2
11/11/216,15.65,15.65,16.11,14.92,14.48,16.21,16.21,15.74,16.44,None,None,1,1,None,None,None,None,1,None,None,1,2
14/11/216,15.42,15.19,15.48,14.91,14.41,16.18,16.21,15.73,16.38,None,None,1,None,None,1,None,None,1,None,None,1,2
16/11/216,15.43,15.6,15.69,15.11,14.34,16.6,16.21,15.75,16.37,None,None,1,None,None,1,None,None,1,None,None,1,2
17/11/216,15.15,15.59,15.6,15.1,14.76,16.6,16.21,15.79,16.37,None,None,1,None,None,1,None,None,1,None,None,1,2
18/11/216,15.24,15.15,15.34,14.98,14.89,16.6,16.21,15.85,16.37,None,None,1,None,None,1,None,None,1,None,None,1,2
21/11/216,15.14,15.37,15.39,14.99,15.9,16.6,16.21,15.85,16.37,1,None,None,None,None,1,None,None,1,None,None,1,2
22/11/216,15.26,15.38,15.49,15.2,15.47,15.98,16.21,15.84,16.37,1,None,None,None,None,1,None,None,1,None,None,1,2
23/11/216,15.8,15.26,15.26,14.94,15.47,15.84,16.21,15.83,16.37,None,1,None,None,None,1,None,None,1,None,None,1,2
24/11/216,15.12,15.3,15.28,14.8,15.26,15.46,16.15,15.83,16.37,1,None,None,None,None,1,None,None,1,None,None,1,2
25/11/216,15.19,14.86,15.27,14.86,15.89,15.25,16.15,15.84,16.37,None,1,None,None,None,1,None,None,1,None,None,1,2
28/11/216,15.41,15.17,15.44,15.17,16.19,15.25,16.15,15.97,16.37,None,1,None,None,None,1,1,None,None,None,None,1,2
29/11/216,15.26,15.26,15.4,15.24,15.99,15.2,16.15,16.12,16.37,None,1,None,None,None,1,1,None,None,None,None,1,2
3/11/216,15.37,15.34,15.62,15.17,15.98,15.21,16.15,16.2,16.37,None,1,None,None,None,1,1,None,None,None,None,1,2
1/12/216,14.54,15.3,15.15,14.16,15.98,14.89,15.83,16.22,16.37,None,1,None,None,None,1,1,None,None,None,None,1,2
2/12/216,14.8,14.29,14.96,14.16,16.28,14.89,15.83,16.22,16.37,None,1,None,None,None,1,None,None,1,None,None,1,2
5/12/216,14.47,14.89,14.91,14.39,16.36,14.89,15.83,16.43,16.37,None,1,None,None,None,1,1,None,None,None,1,None,1
6/12/216,14.84,14.35,14.94,14.24,16.79,14.89,15.83,16.43,16.37,None,1,None,None,None,1,None,None,1,None,1,None,0
7/12/216,15.2,14.93,15.13,14.76,16.76,14.89,15.83,16.43,16.8,None,1,None,None,None,1,1,None,None,None,1,None,1
8/12/216,14.92,15.13,15.2,14.81,16.66,14.89,15.81,16.6,16.21,None,1,None,None,None,1,1,None,None,None,1,None,1
9/12/216,14.56,15.2,15.2,14.5,16.76,14.89,15.68,16.65,16.21,None,1,None,None,None,1,1,None,None,None,1,None,1
12/12/216,14.31,14.26,14.51,14.18,16.64,14.89,15.68,16.59,16.21,None,1,None,None,None,1,None,None,1,None,1,None,0
13/12/216,14.54,14.31,14.56,14.31,16.73,14.68,15.68,16.61,16.21,None,1,None,None,None,1,None,None,1,None,1,None,0
14/12/216,14.6,14.52,14.52,14.1,17.8,14.61,15.61,16.61,16.21,None,1,None,None,None,1,None,None,1,None,1,None,0
15/12/216,13.88,13.93,14.14,13.82,17.38,14.51,15.43,16.61,16.21,None,1,None,None,None,1,None,None,1,None,1,None,0
16/12/216,14.23,13.92,14.41,13.9,16.98,14.51,15.3,16.61,16.21,None,1,None,None,None,1,None,None,1,None,1,None,0
19/12/216,14.35,14.34,14.62,14.24,17.16,14.51,14.97,16.44,16.21,None,1,None,None,None,1,None,None,1,None,1,None,0
2/12/216,14.48,14.52,14.69,14.27,17.22,14.51,14.76,16.21,16.21,None,1,None,None,None,1,1,None,None,1,None,None,1
21/12/216,14.41,14.56,14.56,14.2,17.5,14.42,14.76,16.19,16.21,None,1,None,None,None,1,1,None,None,None,None,1,2
22/12/216,14.34,14.35,14.48,14.13,17.33,14.26,14.72,16.13,16.21,None,1,None,None,None,1,1,None,None,None,None,1,2
23/12/216,14.76,14.44,14.97,14.31,17.38,14.4,14.72,16.13,16.21,None,1,None,None,None,1,1,None,None,None,None,1,2
26/12/216,14.89,14.88,14.96,14.82,17.39,14.4,14.72,16.13,16.21,None,1,None,None,None,1,None,1,None,None,None,1,1
27/12/216,15.9,14.99,15.18,14.9,17.54,14.5,14.72,16.13,16.21,None,1,None,None,None,1,None,1,None,None,None,1,1
28/12/216,15.47,15.2,15.66,15.2,17.49,14.78,14.74,16.9,16.21,None,1,None,None,1,None,None,1,None,None,None,1,1
29/12/216,15.47,15.47,15.69,15.39,17.59,14.91,14.76,16.2,16.21,None,1,None,None,1,None,None,1,None,None,None,1,1
2/1/217,15.26,15.24,15.33,15.14,17.66,14.91,14.76,15.8,16.15,None,1,None,None,1,None,None,1,None,None,None,1,1
3/1/217,15.89,15.33,15.98,15.33,17.61,15.6,14.9,15.7,16.15,None,1,None,None,1,None,None,1,None,None,None,1,1
4/1/217,16.19,15.84,16.19,15.7,17.63,15.16,15.1,15.7,16.15,None,1,None,None,1,None,None,1,None,None,None,1,1
5/1/217,15.99,16.2,16.21,15.91,17.72,15.26,15.2,15.68,16.15,None,1,None,None,1,None,None,1,None,None,None,1,1
6/1/217,15.98,15.99,16.3,15.63,17.63,15.52,15.2,15.68,16.15,None,1,None,None,1,None,None,1,None,None,None,1,1
9/1/217,15.98,16.1,16.17,15.86,18.34,15.56,15.2,15.36,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
1/1/217,16.28,16.16,16.48,15.97,18.36,15.75,15.15,15.36,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
11/1/217,16.36,16.41,16.57,16.29,18.47,15.86,15.2,15.36,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
12/1/217,16.79,17.3,17.18,16.73,18.28,16.16,15.5,15.36,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
13/1/217,16.76,16.71,16.86,16.63,18.75,16.26,15.5,15.36,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
16/1/217,16.66,16.76,16.81,16.48,18.78,16.41,15.5,15.35,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
17/1/217,16.76,16.7,16.95,16.5,18.29,16.41,15.5,15.29,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
18/1/217,16.64,16.85,16.85,16.48,17.83,16.41,15.5,15.29,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
19/1/217,16.73,16.6,16.77,16.53,17.91,16.52,15.5,15.18,15.83,None,1,None,None,1,None,None,1,None,None,None,1,1
2/1/217,17.8,16.78,17.28,16.61,17.53,16.63,15.55,15.11,15.76,None,1,None,None,1,None,None,1,None,None,None,1,1
23/1/217,17.38,16.97,17.48,16.88,17.63,16.89,15.69,14.97,15.66,None,1,None,None,1,None,None,1,None,None,None,1,1
24/1/217,16.98,17.35,17.39,16.73,17.51,16.98,15.81,14.9,15.66,None,1,None,None,1,None,1,None,None,None,None,1,1
26/1/217,17.16,17.14,17.36,16.91,17.32,16.98,15.81,14.74,15.66,1,None,None,None,1,None,None,1,None,None,None,1,1
27/1/217,17.22,17.18,17.4,17.5,17.18,16.98,15.81,14.63,15.66,1,None,None,None,1,None,None,1,None,None,None,1,1
3/1/217,17.5,17.5,17.13,16.82,17.6,16.98,15.81,14.59,15.66,1,None,None,None,1,None,None,1,None,None,None,1,1
31/1/217,17.33,17.9,17.51,16.95,17.52,17,15.91,14.49,15.66,None,1,None,None,None,1,None,1,None,None,None,1,1
1/2/217,17.38,17.44,17.61,17.22,17.73,17.7,16.22,14.56,15.66,None,1,None,None,1,None,None,1,None,None,None,1,1
2/2/217,17.39,17.22,17.5,17.14,17.63,17.11,16.26,14.56,15.66,None,1,None,None,1,None,None,1,None,None,None,1,1
3/2/217,17.54,17.4,17.74,17.32,18.8,17.24,16.38,14.61,15.66,None,1,None,None,1,None,None,1,None,None,None,1,1
6/2/217,17.49,17.72,17.78,17.44,17.18,17.26,16.46,14.76,15.66,None,None,1,None,1,None,None,1,None,None,None,1,1
7/2/217,17.59,17.63,17.78,17.47,17.7,17.3,16.46,14.83,15.66,None,None,1,None,1,None,None,1,None,None,None,1,1
8/2/217,17.66,17.65,17.77,17.42,17.26,17.3,16.56,14.83,15.66,None,None,1,None,1,None,None,1,None,None,None,1,1
9/2/217,17.61,17.76,17.77,17.45,17.22,17.3,16.71,14.98,15.66,None,None,1,None,1,None,None,1,None,None,None,1,1
1/2/217,17.63,17.59,17.72,17.45,17.76,17.37,16.71,15.8,15.66,None,1,None,None,1,None,None,1,None,None,None,1,1
13/2/217,17.72,17.63,17.81,17.48,17.53,17.48,16.72,15.14,15.66,1,None,None,None,1,None,None,1,None,None,None,1,1
14/2/217,17.63,17.72,17.77,17.6,17.54,17.48,16.84,15.27,15.66,None,None,1,None,1,None,None,1,None,None,None,1,1
15/2/217,18.34,17.79,18.37,17.66,17.51,17.85,17.17,15.29,15.66,None,None,1,None,1,None,1,None,None,None,None,1,2
16/2/217,18.36,18.35,18.99,18.26,17.5,18.21,17.64,15.45,15.66,None,None,1,None,1,None,None,1,None,None,None,1,1
17/2/217,18.47,18.25,18.6,18.1,18.14,18.21,17.74,15.53,15.66,1,None,None,None,1,None,None,1,None,None,None,1,1
2/2/217,18.28,18.6,18.64,18.2,18.18,18.21,17.74,15.83,15.66,None,None,1,None,1,None,None,1,None,None,1,None,1
21/2/217,18.75,18.38,18.75,18.3,18.8,18.22,17.74,15.88,15.66,None,None,1,None,1,None,None,1,None,None,1,None,1
22/2/217,18.78,18.55,18.93,18.5,18.23,18.22,17.74,15.95,15.64,None,None,1,None,1,None,None,1,None,None,1,None,1
23/2/217,18.29,18.84,19.15,18.2,18.46,18.32,17.82,15.95,15.51,1,None,None,None,1,None,1,None,None,None,1,None,1
24/2/217,17.83,18.9,18.23,17.53,18.26,18.34,17.84,15.95,15.51,None,1,None,None,1,None,1,None,None,None,1,None,1
1/3/217,17.91,17.95,18.35,17.91,17.95,18.34,17.88,16.1,15.51,1,None,None,None,1,None,1,None,None,None,1,None,1
2/3/217,17.53,17.83,17.93,17.31,18.24,18.23,17.94,16.9,15.55,None,1,None,None,1,None,None,None,1,None,1,None,1
3/3/217,17.63,17.58,17.75,17.51,18.1,18.23,17.94,16.29,15.65,None,1,None,None,1,None,None,None,1,None,1,None,1
6/3/217,17.51,17.55,17.8,17.4,17.94,18.23,17.99,16.39,15.65,None,1,None,None,1,None,None,None,1,None,1,None,1
7/3/217,17.32,17.46,17.71,17.27,17.87,18.21,17.99,16.39,15.65,None,1,None,None,1,None,None,None,1,None,1,None,1
8/3/217,17.18,17.33,17.39,16.88,17.35,18.2,17.99,16.39,15.65,1,None,None,None,1,None,None,None,1,None,1,None,1
9/3/217,17.6,16.93,17.33,16.89,18.33,18.2,18.2,16.39,15.65,None,1,None,1,None,None,None,None,1,None,1,None,1
1/3/217,17.52,17.17,17.58,17.17,18.47,17.62,18.2,16.45,15.67,None,1,None,None,None,1,None,None,1,None,1,None,0
13/3/217,17.73,17.62,17.79,17.45,18.1,17.62,18.2,16.64,15.72,None,1,None,None,None,1,1,None,None,None,1,None,1
14/3/217,17.63,17.62,17.9,17.51,17.95,17.41,18.2,16.68,15.72,None,1,None,None,None,1,1,None,None,None,1,None,1
15/3/217,18.8,17.7,18.9,17.17,17.83,17.49,18.2,16.81,15.78,1,None,None,None,None,1,1,None,None,None,1,None,2
16/3/217,17.18,17.94,18.8,17.18,17.96,17.49,18.2,16.86,15.8,1,None,None,None,None,1,1,None,None,None,1,None,2
17/3/217,17.7,17.3,17.46,16.84,17.9,17.47,18,16.88,15.8,None,1,None,None,1,None,1,None,None,None,1,None,0
2/3/217,17.26,16.97,17.48,16.87,17.77,17.47,18,16.93,15.8,None,1,None,None,1,None,1,None,None,None,1,None,0
21/3/217,17.22,17.27,17.31,16.71,17.82,17.4,17.93,17,15.8,None,1,None,None,None,1,None,None,1,None,None,1,0
22/3/217,17.76,17.16,18.44,16.9,18.33,17.58,17.93,17.4,15.8,1,None,None,None,None,1,1,None,None,None,1,None,2
23/3/217,17.53,17.57,17.78,17.16,18.29,17.58,17.93,17.1,15.82,None,1,None,None,None,1,None,None,1,None,1,None,0
24/3/217,17.54,17.52,17.63,17.39,18.9,17.58,17.93,17.16,15.82,None,1,None,None,None,1,None,None,1,None,1,None,0
27/3/217,17.51,17.36,17.54,17.5,18.23,17.58,17.93,17.51,16.1,None,1,None,None,None,1,None,None,1,None,1,None,0
28/3/217,17.5,17.51,17.78,17.37,18.19,17.58,17.93,17.92,16.41,None,1,None,None,None,1,None,None,1,None,1,None,0
29/3/217,18.14,17.35,18.26,17.35,18.26,17.58,17.93,17.97,16.41,None,None,None,None,None,1,1,None,None,None,1,None,2
3/3/217,18.18,18.28,18.51,18.3,18.67,17.61,17.93,17.97,16.41,None,1,None,None,None,1,None,1,None,None,1,None,1
31/3/217,18.8,18.19,18.26,17.76,18.76,17.61,17.93,17.98,16.41,None,1,None,None,None,1,None,1,None,None,1,None,1
3/4/217,18.23,18.17,18.42,18.6,18.88,17.71,17.93,17.98,16.41,None,1,None,None,None,1,None,1,None,None,1,None,1
4/4/217,18.46,18.23,18.52,18.2,19.11,17.79,17.62,18.7,16.49,None,1,None,None,1,None,None,1,None,None,1,None,1
5/4/217,18.26,18.48,18.7,18.9,19.35,17.88,17.71,18.9,16.49,None,1,None,None,1,None,None,1,None,None,1,None,1
6/4/217,17.95,18.18,18.28,17.75,19.22,17.88,17.71,18.11,16.49,None,1,None,None,1,None,None,1,None,None,1,None,1
7/4/217,18.24,17.79,18.44,17.78,17.6,18.3,17.71,18.9,16.49,None,None,1,None,1,None,1,None,None,None,1,None,1
1/4/217,18.1,18.25,18.36,17.93,17.95,18.3,17.71,18.9,16.53,1,None,None,None,1,None,None,1,None,None,1,None,1
11/4/217,17.94,18.33,18.33,17.72,17.35,18.21,17.71,18.11,16.64,None,None,1,None,1,None,1,None,None,None,1,None,1
12/4/217,17.87,17.9,18.18,17.79,17.49,18.21,17.71,18.1,16.64,None,None,1,None,1,None,1,None,None,None,1,None,1
13/4/217,17.35,17.84,17.96,17.35,17.69,18.3,17.71,18,16.64,1,None,None,None,1,None,1,None,None,None,None,1,1
17/4/217,18.33,17.5,18.33,17.43,17.44,18.3,17.71,18.2,16.64,1,None,None,None,1,None,1,None,None,None,1,None,1
18/4/217,18.47,18.18,18.58,18.3,17.99,18.3,17.71,17.82,16.73,None,None,1,None,1,None,None,1,None,None,1,None,1
19/4/217,18.1,18.56,18.59,17.93,17.9,17.97,17.71,17.82,16.99,None,None,1,None,1,None,None,1,None,None,1,None,1
2/4/217,17.95,18.2,18.32,17.77,17.82,17.97,17.71,17.71,17.3,1,None,None,None,1,None,1,None,None,None,1,None,1
24/4/217,17.83,18.35,18.35,17.77,17.33,17.97,17.71,17.75,17.9,None,None,1,None,1,None,1,None,None,None,1,None,1
25/4/217,17.96,17.83,18,17.55,17.45,17.97,17.71,17.75,17.15,None,1,1,None,1,None,1,None,None,None,1,None,1
26/4/217,17.9,17.98,17.99,17.74,17.55,17.97,17.71,17.73,17.15,None,None,1,None,1,None,1,None,None,None,1,None,1
27/4/217,17.77,17.97,18,17.64,17.55,17.97,17.71,17.73,17.24,None,1,1,None,1,None,1,None,None,None,1,None,1
28/4/217,17.82,17.78,17.86,17.62,17.46,18.1,17.8,17.67,17.39,None,None,1,None,1,None,1,None,None,None,1,None,1
2/5/217,18.33,17.9,18.38,17.85,17.65,18.7,17.88,17.75,17.39,None,None,1,None,1,None,1,None,None,None,1,None,1
3/5/217,18.29,18.33,18.44,18.22,17.49,18.7,17.88,17.75,17.39,None,None,1,None,1,None,None,1,None,None,1,None,1
4/5/217,18.9,18.29,18.35,17.93,17.46,18,17.88,17.75,17.51,None,None,1,None,None,1,None,1,None,None,1,None,1
5/5/217,18.23,18.11,18.27,18.11,17.34,18,18.3,17.75,17.56,None,None,1,None,None,1,None,1,None,None,1,None,2
8/5/217,18.19,18.23,18.33,18.5,17.46,18,18.3,17.75,17.72,None,None,1,None,None,1,None,1,None,None,1,None,2
9/5/217,18.26,18.24,18.46,18.2,17.67,18.4,18.3,17.75,17.82,None,None,1,None,1,None,None,1,None,None,None,1,1
1/5/217,18.67,18.52,18.83,18.5,17.81,18.23,18.9,17.77,17.82,None,None,1,None,1,None,None,1,None,None,None,1,1
11/5/217,18.76,18.69,18.91,18.6,18.14,18.27,18.13,17.77,17.82,None,None,1,None,1,None,None,1,None,None,None,1,1
12/5/217,18.88,18.84,19.1,18.56,17.71,18.43,18.18,17.82,17.82,None,None,1,None,1,None,None,1,None,1,None,None,1
15/5/217,19.11,19.2,19.15,18.78,17.97,18.54,18.25,17.7,17.82,None,None,1,None,1,None,None,1,None,None,None,1,1
16/5/217,19.35,19.19,19.49,18.98,17.86,18.71,18.42,17.79,17.84,None,None,1,None,1,None,None,1,None,None,None,1,1
17/5/217,19.22,19.2,19.43,18.98,17.75,18.77,18.42,17.79,17.88,None,None,1,None,1,None,None,1,None,None,None,1,1
18/5/217,17.6,15.38,18.45,15.15,18.25,17.32,17.32,17.87,17.93,1,None,None,1,None,None,1,None,None,None,None,1,2
19/5/217,17.95,17.91,18.15,17.42,18.11,17.32,17.32,17.87,17.93,1,None,None,1,None,None,None,1,None,None,None,1,1
22/5/217,17.35,17.53,17.62,16.86,18.27,17.32,17.32,17.96,17.93,None,1,None,1,None,None,None,1,None,None,1,None,1
23/5/217,17.49,17.43,17.63,17.2,18.38,17.32,17.32,17.96,17.93,None,1,None,1,None,None,None,1,None,None,1,None,1
24/5/217,17.69,17.82,18.27,17.58,18.58,17.32,17.32,17.87,17.93,None,1,None,1,None,None,None,1,None,None,None,1,1
25/5/217,17.44,17.68,17.88,17.33,18.69,17.32,17.32,17.87,17.93,None,1,None,1,None,None,None,1,None,None,None,1,1
26/5/217,17.99,17.62,18.4,17.5,18.67,17.32,17.32,17.87,17.93,None,1,None,1,None,None,None,1,None,None,None,1,1
29/5/217,17.9,17.78,17.92,17.71,18.65,17.29,17.32,17.84,17.93,None,1,None,None,None,1,None,1,None,None,None,1,1
3/5/217,17.82,17.88,18.6,17.74,18.35,16.8,17.32,17.84,17.93,None,1,None,None,None,1,None,1,None,None,None,1,1
31/5/217,17.33,17.87,18.1,17.33,18.17,17.57,17.32,17.84,17.93,None,1,None,None,1,None,1,None,None,None,None,1,1
1/6/217,17.45,17.46,17.75,17.36,18.32,17.57,17.32,17.84,17.93,None,1,None,None,1,None,1,None,None,None,None,1,1
2/6/217,17.55,17.52,17.8,17.47,18.54,17.74,17.32,17.84,17.93,None,1,None,None,1,None,1,None,None,None,None,1,1
5/6/217,17.55,17.49,17.73,17.42,18.95,17.8,17.32,17.84,17.93,None,1,None,None,1,None,1,None,None,None,None,1,1
6/6/217,17.46,17.48,17.63,17.33,19.24,17.7,17.32,17.91,17.93,None,1,None,None,1,None,1,None,None,None,None,1,1
7/6/217,17.65,17.55,17.71,17.44,19.32,17.7,17.32,17.97,17.93,None,1,None,None,1,None,1,None,None,None,1,None,1
8/6/217,17.49,17.63,17.63,17.34,19.45,17.7,17.32,17.97,17.93,None,1,None,None,1,None,1,None,None,None,1,None,1
9/6/217,17.46,17.6,17.76,17.35,19.36,17.7,17.32,17.94,17.93,None,1,None,None,1,None,1,None,None,None,1,None,1
12/6/217,17.34,17.47,17.54,17.16,19.4,17.59,17.32,18.1,17.93,None,1,None,None,1,None,1,None,None,None,1,None,1
13/6/217,17.46,17.41,17.6,17.35,19.55,17.48,17.32,18.1,17.93,None,1,None,None,1,None,1,None,None,None,1,None,1
14/6/217,17.67,17.71,17.85,17.34,19.57,17.51,17.32,18.3,17.93,None,1,None,None,1,None,None,1,None,None,1,None,1
16/6/217,17.81,17.5,17.83,17.48,19.76,17.51,17.32,18.16,17.93,None,1,None,None,1,None,1,None,None,None,1,None,1
19/6/217,18.14,17.84,18.3,17.79,19.62,17.73,17.32,18.2,17.93,None,1,None,None,1,None,None,1,None,None,1,None,1
2/6/217,17.71,18.5,18.17,17.63,19.49,17.73,17.32,18.31,17.93,None,1,None,None,1,None,1,None,None,None,1,None,1
21/6/217,17.97,17.79,18.12,17.69,19.5,17.73,17.32,18.4,17.93,None,1,None,None,1,None,None,1,None,None,1,None,1
22/6/217,17.86,18.8,18.9,17.72,19.48,17.73,17.29,18.57,18.1,None,1,None,None,1,None,None,1,None,None,1,None,1
23/6/217,17.75,17.86,17.95,17.71,19.28,17.73,16.8,18.6,18.1,None,1,None,None,1,None,None,1,None,None,1,None,1
26/6/217,18.25,17.91,18.3,17.85,19.67,17.82,17.58,17.32,17.32,None,1,None,None,1,None,None,1,None,1,None,None,1
27/6/217,18.11,18.25,18.29,18.2,19.84,17.82,17.58,17.32,17.32,None,1,None,None,1,None,None,1,None,1,None,None,1
28/6/217,18.27,18.16,18.3,18.3,19.9,17.89,17.73,17.32,17.32,None,1,None,None,1,None,None,1,None,1,None,None,1
29/6/217,18.38,18.35,18.46,18.22,19.82,18.5,17.81,17.32,17.32,None,1,None,None,1,None,None,1,None,1,None,None,1
3/6/217,18.58,18.38,18.7,18.38,2.23,18.17,17.93,17.32,17.32,None,1,None,None,1,None,None,1,None,1,None,None,1
3/7/217,18.69,18.58,18.71,18.42,2.7,18.2,17.94,17.32,17.32,None,1,None,None,1,None,None,1,None,1,None,None,1
4/7/217,18.67,18.66,18.71,18.49,2.2,18.21,17.94,17.32,17.32,None,1,None,None,1,None,None,1,None,1,None,None,1
5/7/217,18.65,18.64,18.92,18.44,19.86,18.32,18.4,17.31,17.32,None,1,None,None,1,None,None,1,None,None,None,1,1
6/7/217,18.35,18.66,18.77,18.19,19.86,18.39,18.4,17.6,17.32,None,1,None,None,1,None,1,None,None,None,None,1,1
7/7/217,18.17,18.54,18.59,18.11,2.18,18.47,18.4,17.44,17.32,None,1,None,None,1,None,1,None,None,None,1,None,1
1/7/217,18.32,18.4,18.41,18.11,2.47,18.48,18.4,17.44,17.32,None,1,None,None,1,None,1,None,None,None,1,None,1
11/7/217,18.54,18.31,18.66,18.17,2.3,18.52,18.4,17.53,17.32,None,1,None,None,1,None,1,None,None,None,1,None,1
12/7/217,18.95,18.81,19.4,18.48,2.15,18.58,18.1,17.56,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
13/7/217,19.24,18.99,19.25,18.96,2.6,18.68,18.21,17.51,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
14/7/217,19.32,19.24,19.38,19.22,2.62,18.75,18.27,17.51,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
17/7/217,19.45,19.31,19.48,19.22,21.26,18.8,18.32,17.51,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
18/7/217,19.36,19.44,19.45,19.21,21.53,18.8,18.32,17.51,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
19/7/217,19.4,19.35,19.47,19.22,21.29,18.8,18.41,17.45,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
2/7/217,19.55,19.36,19.62,19.36,21.5,18.87,18.48,17.4,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
21/7/217,19.57,19.49,19.68,19.38,21.6,18.93,18.58,17.41,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
24/7/217,19.76,19.55,19.76,19.48,21.25,19.12,18.7,17.41,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
25/7/217,19.62,19.76,19.86,19.54,21.8,19.41,18.75,17.53,17.32,None,1,None,None,1,None,None,1,None,None,1,None,1
26/7/217,19.49,19.57,19.67,19.28,2.85,19.54,18.78,17.53,17.32,None,1,None,None,1,None,1,None,None,None,1,None,1
27/7/217,19.5,19.62,19.78,19.39,21.24,19.54,18.79,17.53,17.32,None,1,None,None,1,None,1,None,None,None,1,None,1
